id,idade,genero,estado,curso_faculdade,ano_formatura,possui_estagio,cursos_extras,certificacoes,linguagens_conhecidas,tecnologias_domina,tempo_busca_meses,vagas_aplicadas,entrevistas_realizadas,rejeicoes_recebidas,feedbacks_recebidos,trabalhos_freelancer,maior_dificuldade,sentiu_preparado,participou_programas_treinamento,contatos_profissionais,conseguiu_emprego,tempo_ate_emprego,tipo_empresa,tipo_contrato
688,23,Masculino,RS,"Sistemas de Informação",2017,1,Nenhum,"Certificado Oracle",TypeScript,.NET,17,29,16,17,2,0,"Falta de experiência",1,0,30,0,9,"Grande Empresa",PJ
689,30,Feminino,PE,"Redes de Computadores",2021,1,"Curso de Dados",Nenhum,Java,.NET,9,154,19,46,14,1,"Falta de experiência",0,1,28,1,10,Multinacional,Temporário
690,29,Masculino,DF,"Engenharia da Computação",2024,1,"Curso de Dados","Certificado AWS",TypeScript,Spring,20,138,27,21,8,1,"Falta de experiência",1,0,40,1,11,Multinacional,Freelancer
691,24,Feminino,BA,"Análise de Sistemas",2024,1,"Curso de SQL",Nenhum,C#,Node.js,23,166,7,34,14,0,"Falta de experiência",0,0,21,0,12,"Empresa Média",Freelancer
692,28,Outro,BA,"Sistemas de Informação",2016,0,Nenhum,"Certificado Google",TypeScript,React,12,72,8,18,19,1,"Falta de experiência",1,1,21,0,11,"Grande Empresa",Estágio
693,22,Masculino,MG,"Análise de Sistemas",2018,1,Nenhum,"Certificado AWS",TypeScript,Laravel,3,79,16,29,5,0,"Pouco networking",1,1,1,0,5,"Órgão Público",PJ
694,20,Outro,SP,"Sistemas de Informação",2025,1,Nenhum,"Certificado Oracle",C#,Spring,13,46,13,30,14,0,"Falta de experiência",1,0,44,1,6,"Órgão Público",Freelancer
695,26,Masculino,PE,"Engenharia da Computação",2020,1,"Curso de Python","Certificado Azure",C#,Spring,16,184,16,46,0,0,"Mercado competitivo",1,0,24,0,8,Startup,Temporário
696,32,Outro,RS,"Engenharia da Computação",2018,1,"Curso de Cloud",Nenhum,Ruby,Angular,14,85,10,27,13,0,"Pouco networking",1,0,29,0,9,"Órgão Público",Temporário
697,21,Feminino,PR,"Sistemas de Informação",2016,1,"Curso de Frontend","Certificado Azure",PHP,Node.js,9,25,14,47,7,0,"Falta de experiência",0,1,45,1,1,"Grande Empresa",Estágio
698,29,Feminino,MG,"Redes de Computadores",2021,0,"Curso de Dados","Certificado Azure",TypeScript,Flutter,3,155,12,38,12,1,"Pouco networking",1,0,18,0,5,"Grande Empresa",Freelancer
699,24,Feminino,PR,"Engenharia da Computação",2022,1,Nenhum,"Certificado Google",JavaScript,Angular,8,69,21,23,4,0,"Mercado competitivo",1,0,27,0,9,"Órgão Público",Freelancer
700,20,Outro,MG,"Análise de Sistemas",2018,1,"Curso de Dados","Certificado Azure",C#,Spring,17,18,7,1,7,0,"Mercado competitivo",1,1,21,0,4,"Empresa Média",PJ
701,31,Feminino,PR,"Redes de Computadores",2024,1,"Curso de SQL","Certificado AWS",JavaScript,React,19,4,20,16,12,0,"Falta de experiência",1,0,9,0,6,"Órgão Público",Temporário
702,30,Masculino,BA,"Sistemas de Informação",2021,1,"Curso de Cloud","Certificado Oracle",C#,Spring,12,9,19,4,10,0,"Mercado competitivo",1,0,35,1,10,Startup,CLT
703,23,Feminino,SP,"Análise de Sistemas",2024,1,Nenhum,"Certificado AWS",PHP,Flutter,1,98,8,45,13,1,"Despreparo técnico",0,0,20,0,9,"Grande Empresa",Freelancer
704,23,Outro,PR,"Ciência da Computação",2024,1,Nenhum,"Certificado AWS",Java,Angular,18,19,6,41,9,1,"Mercado competitivo",0,0,48,0,4,Multinacional,PJ
705,28,Feminino,SC,"Ciência da Computação",2024,1,Nenhum,"Certificado Google",Java,.NET,22,31,1,36,10,0,"Não sei o que melhorar",0,1,1,0,12,"Empresa Média",PJ
706,20,Feminino,SC,"Sistemas de Informação",2023,1,Nenhum,"Certificado Google",Python,Node.js,4,12,22,24,5,1,"Pouco networking",0,0,10,1,3,"Grande Empresa",Estágio
707,23,Masculino,MG,"Ciência da Computação",2024,1,"Curso de SQL","Certificado AWS",Go,React,10,175,2,36,9,0,"Falta de experiência",1,1,48,0,4,"Órgão Público",PJ
708,26,Masculino,RS,"Engenharia da Computação",2022,1,"Curso de Dados","Certificado Google",Python,Angular,2,142,8,14,11,0,"Pouco networking",1,0,20,0,4,"Grande Empresa",Estágio
709,30,Outro,SC,"Análise de Sistemas",2016,1,"Curso de Cloud","Certificado Google",C#,.NET,21,72,2,19,12,0,"Pouco networking",0,1,7,0,9,"Órgão Público",PJ
710,30,Masculino,PR,"Redes de Computadores",2025,1,"Curso de Dados","Certificado Google",PHP,Django,14,14,15,20,10,0,"Falta de experiência",1,0,42,0,1,Multinacional,PJ
711,31,Feminino,RJ,"Redes de Computadores",2025,1,"Curso de Frontend","Certificado Oracle",PHP,Node.js,22,126,11,3,2,0,"Falta de experiência",1,0,13,1,7,"Empresa Média",Estágio
712,18,Feminino,SC,"Engenharia da Computação",2023,1,"Curso de Cloud","Certificado Azure",C#,Flutter,22,133,16,38,3,0,"Não sei o que melhorar",0,0,25,0,6,"Órgão Público",Temporário
713,20,Feminino,MG,"Análise de Sistemas",2025,1,"Curso de Dados","Certificado Azure",JavaScript,Laravel,3,31,10,11,3,0,"Não sei o que melhorar",1,0,10,1,2,"Grande Empresa",CLT
714,21,Feminino,BA,"Ciência da Computação",2018,1,"Curso de Dados","Certificado Google",Python,Node.js,13,164,12,29,15,1,"Mercado competitivo",1,0,18,0,8,Multinacional,PJ
715,29,Outro,RS,"Análise de Sistemas",2022,1,"Curso de Cloud","Certificado Oracle",C#,Angular,19,147,5,35,19,1,"Falta de experiência",1,1,26,0,12,Multinacional,CLT
716,22,Masculino,PR,"Sistemas de Informação",2015,0,"Curso de Python","Certificado Oracle",JavaScript,Angular,23,31,26,0,8,1,"Despreparo técnico",0,0,49,1,7,Startup,Temporário
717,18,Masculino,MG,"Ciência da Computação",2023,0,"Curso de Python","Certificado Azure",Go,.NET,19,196,13,13,0,0,"Mercado competitivo",1,0,46,0,12,"Empresa Média",Freelancer
718,24,Feminino,SC,"Análise de Sistemas",2019,1,"Curso de SQL","Certificado Oracle",Python,.NET,0,165,2,49,13,0,"Não sei o que melhorar",1,0,33,1,10,"Grande Empresa",Estágio
719,28,Masculino,DF,"Redes de Computadores",2019,1,"Curso de Python","Certificado AWS",C#,Node.js,18,164,22,13,1,0,"Despreparo técnico",1,1,49,1,11,"Grande Empresa",Freelancer
720,30,Feminino,RJ,"Engenharia da Computação",2018,1,"Curso de SQL","Certificado Oracle",JavaScript,Node.js,2,135,3,27,7,0,"Falta de experiência",1,0,0,1,6,"Grande Empresa",PJ
721,18,Masculino,PR,"Engenharia da Computação",2019,0,"Curso de Python","Certificado Azure",Python,.NET,0,153,24,35,3,0,"Despreparo técnico",0,1,7,0,8,"Grande Empresa",Temporário
722,32,Outro,SP,"Sistemas de Informação",2017,1,"Curso de Cloud","Certificado Azure",Ruby,Flutter,4,37,11,15,9,0,"Mercado competitivo",0,1,30,0,10,Multinacional,Temporário
723,28,Masculino,MG,"Ciência da Computação",2025,1,Nenhum,"Certificado AWS",Go,Flutter,17,145,15,18,7,0,"Falta de experiência",1,1,29,0,7,Multinacional,PJ
724,31,Outro,DF,"Análise de Sistemas",2022,1,"Curso de Frontend","Certificado Oracle",JavaScript,Laravel,10,171,29,16,13,0,"Não sei o que melhorar",1,0,12,1,1,"Empresa Média",PJ
725,24,Feminino,RJ,"Engenharia da Computação",2018,1,"Curso de SQL","Certificado Azure",PHP,Spring,5,57,23,3,19,0,"Mercado competitivo",0,0,34,1,5,"Empresa Média",CLT
726,30,Outro,BA,"Redes de Computadores",2018,1,"Curso de Cloud",Nenhum,C#,Angular,20,148,5,32,15,1,"Despreparo técnico",1,0,39,0,1,"Órgão Público",Temporário
727,27,Masculino,BA,"Ciência da Computação",2022,0,"Curso de Frontend","Certificado Google",TypeScript,Django,21,32,5,19,7,1,"Falta de experiência",1,1,5,1,6,Multinacional,CLT
728,23,Feminino,SP,"Sistemas de Informação",2023,1,"Curso de Frontend","Certificado Google",TypeScript,Django,20,22,0,35,10,0,"Pouco networking",1,0,22,1,6,Multinacional,PJ
729,25,Feminino,RS,"Redes de Computadores",2019,0,"Curso de Frontend","Certificado AWS",Go,.NET,22,79,6,45,17,0,"Pouco networking",1,0,4,0,11,"Órgão Público",PJ
730,32,Outro,SC,"Sistemas de Informação",2020,1,"Curso de Python","Certificado Google",TypeScript,Angular,5,144,27,21,8,1,"Despreparo técnico",0,0,16,1,1,"Empresa Média",Estágio
731,28,Outro,SC,"Redes de Computadores",2015,1,"Curso de Frontend",Nenhum,Go,Flutter,18,1,20,20,19,0,"Pouco networking",1,0,12,1,5,"Órgão Público",PJ
732,20,Feminino,PR,"Redes de Computadores",2017,0,"Curso de Cloud","Certificado Oracle",PHP,Flutter,23,2,3,29,10,1,"Falta de experiência",1,0,47,0,1,Startup,CLT
733,25,Masculino,RJ,"Ciência da Computação",2025,1,Nenhum,"Certificado Google",PHP,Spring,21,144,28,28,19,0,"Pouco networking",0,0,22,0,9,"Órgão Público",CLT
734,31,Masculino,PE,"Engenharia da Computação",2020,1,"Curso de Dados",Nenhum,C#,React,22,139,19,11,2,1,"Falta de experiência",0,0,48,1,4,"Grande Empresa",CLT
735,27,Masculino,SP,"Engenharia da Computação",2020,1,"Curso de Dados","Certificado Oracle",Java,Django,13,157,8,2,8,1,"Pouco networking",0,1,40,0,10,Multinacional,Estágio
736,23,Masculino,PR,"Redes de Computadores",2021,1,Nenhum,Nenhum,Java,.NET,12,83,14,8,7,0,"Não sei o que melhorar",1,0,18,0,8,"Órgão Público",CLT
737,21,Feminino,BA,"Ciência da Computação",2024,0,Nenhum,"Certificado Azure",JavaScript,Spring,10,112,13,27,8,0,"Despreparo técnico",0,0,25,1,12,Startup,Temporário
738,18,Masculino,RJ,"Redes de Computadores",2022,1,Nenhum,"Certificado Oracle",Ruby,Django,21,88,15,14,17,0,"Despreparo técnico",1,1,36,1,1,"Grande Empresa",Estágio
739,19,Outro,SC,"Análise de Sistemas",2016,1,"Curso de Cloud",Nenhum,Ruby,Node.js,21,150,0,42,3,0,"Mercado competitivo",1,0,31,0,6,Startup,Estágio
740,28,Masculino,DF,"Sistemas de Informação",2023,1,"Curso de Dados","Certificado Google",Go,Laravel,8,51,6,13,13,0,"Pouco networking",1,0,16,0,5,Multinacional,CLT
741,20,Outro,RS,"Ciência da Computação",2016,1,"Curso de SQL","Certificado Oracle",Go,Angular,18,60,5,1,11,1,"Despreparo técnico",1,1,18,1,2,"Órgão Público",Temporário
742,23,Feminino,DF,"Ciência da Computação",2024,1,"Curso de Cloud","Certificado AWS",Python,Angular,8,55,11,4,6,0,"Pouco networking",1,0,22,1,8,Multinacional,Estágio
743,23,Feminino,SP,"Análise de Sistemas",2023,1,"Curso de Dados","Certificado AWS",Ruby,Laravel,22,26,24,37,4,1,"Não sei o que melhorar",1,1,48,0,1,Multinacional,Temporário
744,21,Masculino,PE,"Redes de Computadores",2024,1,"Curso de SQL","Certificado Oracle",Go,React,9,145,11,39,16,0,"Despreparo técnico",1,1,19,1,4,"Empresa Média",Temporário
745,31,Masculino,RJ,"Ciência da Computação",2019,0,"Curso de Dados","Certificado AWS",Go,Spring,15,114,26,35,17,0,"Despreparo técnico",0,1,26,1,12,"Empresa Média",PJ
746,28,Feminino,DF,"Redes de Computadores",2018,1,"Curso de Cloud","Certificado Google",Ruby,Angular,10,121,21,37,12,1,"Mercado competitivo",1,0,14,1,2,"Grande Empresa",Estágio
747,27,Feminino,RS,"Ciência da Computação",2022,1,"Curso de Python","Certificado AWS",Go,.NET,3,67,8,23,9,0,"Despreparo técnico",0,1,27,0,2,Multinacional,Freelancer
748,28,Feminino,SP,"Ciência da Computação",2015,1,"Curso de Cloud","Certificado Google",Python,Flutter,16,135,7,14,13,0,"Não sei o que melhorar",1,0,18,0,5,"Empresa Média",Estágio
749,24,Outro,PE,"Ciência da Computação",2022,1,"Curso de Dados","Certificado Azure",Go,Spring,17,18,7,46,19,1,"Não sei o que melhorar",1,0,13,0,7,"Órgão Público",CLT
750,28,Masculino,RS,"Análise de Sistemas",2025,1,Nenhum,"Certificado Google",Go,.NET,18,132,0,6,11,0,"Despreparo técnico",1,1,48,0,8,"Grande Empresa",Estágio
751,18,Outro,SC,"Análise de Sistemas",2023,1,"Curso de SQL","Certificado Google",Go,Node.js,13,147,2,5,7,0,"Não sei o que melhorar",1,0,13,1,7,"Órgão Público",PJ
752,24,Feminino,PR,"Ciência da Computação",2020,1,Nenhum,"Certificado Google",JavaScript,Angular,19,74,13,7,8,0,"Despreparo técnico",1,0,27,0,1,Startup,PJ
753,27,Masculino,MG,"Engenharia da Computação",2025,1,"Curso de Python","Certificado Google",Java,React,8,153,23,28,11,0,"Despreparo técnico",1,0,17,0,5,"Órgão Público",Estágio
754,31,Outro,BA,"Sistemas de Informação",2025,1,"Curso de Dados",Nenhum,JavaScript,Node.js,1,106,13,35,2,0,"Mercado competitivo",1,1,49,1,1,"Empresa Média",Freelancer
755,20,Masculino,RJ,"Ciência da Computação",2015,1,"Curso de Dados","Certificado Google",TypeScript,Node.js,14,36,1,38,12,1,"Despreparo técnico",1,1,30,1,6,"Grande Empresa",Temporário
756,18,Masculino,SP,"Análise de Sistemas",2025,1,"Curso de Python",Nenhum,Go,Django,0,41,29,12,5,1,"Despreparo técnico",1,0,7,0,10,"Grande Empresa",Freelancer
757,27,Masculino,SC,"Análise de Sistemas",2017,1,"Curso de SQL",Nenhum,PHP,React,7,88,8,0,4,0,"Mercado competitivo",1,0,31,0,10,"Órgão Público",Freelancer
758,27,Outro,PE,"Redes de Computadores",2022,1,Nenhum,"Certificado Azure",JavaScript,Spring,7,189,24,8,9,1,"Mercado competitivo",0,0,25,1,5,"Órgão Público",PJ
759,28,Outro,SP,"Ciência da Computação",2025,1,"Curso de Python","Certificado Azure",Go,React,4,132,23,43,0,0,"Falta de experiência",1,0,25,1,9,Startup,Estágio
760,18,Feminino,RJ,"Redes de Computadores",2025,0,"Curso de Python","Certificado Google",TypeScript,Django,17,108,15,46,3,1,"Pouco networking",1,0,11,1,4,"Grande Empresa",PJ
761,30,Feminino,PE,"Redes de Computadores",2020,1,"Curso de Frontend","Certificado AWS",Python,Angular,9,115,21,38,14,0,"Mercado competitivo",0,0,18,0,4,Startup,Estágio
762,27,Feminino,RJ,"Engenharia da Computação",2021,1,"Curso de Cloud","Certificado Azure",C#,Django,12,110,6,22,10,0,"Pouco networking",1,1,38,0,9,Multinacional,PJ
763,24,Masculino,MG,"Sistemas de Informação",2018,1,"Curso de Cloud","Certificado Oracle",JavaScript,Django,1,74,19,6,13,0,"Falta de experiência",1,1,2,1,12,"Empresa Média",Temporário
764,24,Masculino,PR,"Redes de Computadores",2020,1,"Curso de Cloud","Certificado Google",TypeScript,Laravel,9,94,5,24,18,0,"Despreparo técnico",0,0,9,1,12,"Grande Empresa",Freelancer
765,32,Masculino,PE,"Análise de Sistemas",2022,0,"Curso de Python",Nenhum,PHP,React,17,63,12,5,5,0,"Não sei o que melhorar",0,0,17,0,5,"Grande Empresa",PJ
766,31,Feminino,PE,"Redes de Computadores",2022,1,"Curso de Python","Certificado Google",TypeScript,.NET,11,8,24,47,5,0,"Não sei o que melhorar",0,1,39,0,4,"Órgão Público",CLT
767,25,Masculino,PR,"Redes de Computadores",2017,1,"Curso de Dados",Nenhum,Ruby,Flutter,7,159,1,46,9,0,"Despreparo técnico",1,0,20,1,3,"Empresa Média",Temporário
768,24,Feminino,BA,"Sistemas de Informação",2021,1,"Curso de Dados",Nenhum,TypeScript,Laravel,8,92,7,43,12,0,"Pouco networking",1,1,41,0,12,Multinacional,CLT
769,31,Outro,SP,"Ciência da Computação",2021,1,Nenhum,Nenhum,Java,Spring,1,139,9,22,6,0,"Pouco networking",1,0,15,0,1,"Grande Empresa",PJ
770,25,Feminino,PR,"Engenharia da Computação",2020,0,Nenhum,"Certificado AWS",TypeScript,Django,17,93,5,25,19,0,"Falta de experiência",1,0,42,1,8,"Empresa Média",Estágio
771,21,Masculino,PE,"Análise de Sistemas",2025,1,"Curso de Cloud","Certificado Google",Python,React,7,56,12,15,4,0,"Despreparo técnico",1,0,2,1,2,Startup,CLT
772,26,Feminino,RJ,"Análise de Sistemas",2024,0,"Curso de Cloud","Certificado Oracle",Go,Laravel,23,93,12,34,4,0,"Pouco networking",1,1,8,0,3,"Grande Empresa",CLT
773,22,Outro,DF,"Redes de Computadores",2025,1,"Curso de Python","Certificado AWS",PHP,.NET,13,82,12,38,12,1,"Mercado competitivo",0,1,47,0,3,"Grande Empresa",Temporário
774,21,Outro,SP,"Ciência da Computação",2016,0,"Curso de Python","Certificado Azure",C#,Flutter,19,6,23,39,12,1,"Não sei o que melhorar",1,1,4,0,4,"Grande Empresa",Temporário
775,28,Feminino,SC,"Sistemas de Informação",2021,1,"Curso de Frontend","Certificado Oracle",Java,.NET,17,56,8,25,13,1,"Não sei o que melhorar",0,1,23,1,5,Startup,Temporário
776,21,Outro,RS,"Ciência da Computação",2023,0,Nenhum,"Certificado Azure",Python,Node.js,2,139,6,49,5,0,"Pouco networking",0,0,35,0,3,Multinacional,Estágio
777,31,Outro,BA,"Redes de Computadores",2015,1,"Curso de Dados",Nenhum,Go,Angular,16,195,24,3,18,0,"Falta de experiência",0,0,17,1,11,"Empresa Média",CLT
778,22,Masculino,RS,"Ciência da Computação",2024,1,"Curso de SQL","Certificado Google",TypeScript,.NET,20,152,8,10,2,0,"Despreparo técnico",1,1,20,0,12,"Órgão Público",CLT
779,28,Masculino,SC,"Análise de Sistemas",2015,1,"Curso de SQL","Certificado Google",Go,Node.js,8,6,1,7,11,0,"Despreparo técnico",0,0,24,0,6,Startup,PJ
780,21,Masculino,MG,"Redes de Computadores",2023,0,"Curso de Dados",Nenhum,TypeScript,Laravel,3,91,25,42,14,0,"Falta de experiência",1,1,41,1,5,Multinacional,Freelancer
781,29,Feminino,RJ,"Ciência da Computação",2022,1,"Curso de Cloud","Certificado Azure",Python,Angular,14,117,2,33,1,0,"Pouco networking",1,1,10,1,4,Multinacional,CLT
782,29,Feminino,PE,"Engenharia da Computação",2020,1,"Curso de SQL","Certificado Azure",Python,.NET,18,148,10,24,8,0,"Não sei o que melhorar",1,1,17,1,10,Multinacional,CLT
783,18,Masculino,SP,"Análise de Sistemas",2017,0,Nenhum,"Certificado Azure",Go,Spring,14,86,10,19,18,0,"Despreparo técnico",0,0,29,0,9,"Órgão Público",Temporário
784,25,Feminino,MG,"Ciência da Computação",2023,1,Nenhum,"Certificado Oracle",Ruby,Node.js,23,8,9,20,1,0,"Falta de experiência",1,0,21,1,11,"Grande Empresa",Estágio
785,20,Masculino,SP,"Engenharia da Computação",2016,1,"Curso de Python",Nenhum,C#,Spring,4,23,1,41,0,1,"Mercado competitivo",0,1,18,0,8,"Grande Empresa",Freelancer
786,21,Masculino,PR,"Redes de Computadores",2024,0,"Curso de Frontend","Certificado Azure",C#,Node.js,15,87,5,32,14,0,"Não sei o que melhorar",1,1,19,1,5,"Órgão Público",Freelancer
787,30,Outro,RJ,"Engenharia da Computação",2019,0,"Curso de Python",Nenhum,C#,React,8,123,29,2,6,0,"Despreparo técnico",1,0,13,1,11,Multinacional,Freelancer
788,27,Masculino,DF,"Engenharia da Computação",2020,1,"Curso de Frontend","Certificado Oracle",PHP,Spring,1,107,15,45,0,0,"Mercado competitivo",1,1,44,1,7,Multinacional,Temporário
789,30,Outro,RJ,"Redes de Computadores",2024,1,"Curso de Frontend","Certificado Oracle",TypeScript,Angular,6,165,8,48,0,0,"Pouco networking",1,0,38,1,4,Startup,Freelancer
790,29,Masculino,RS,"Redes de Computadores",2020,1,"Curso de Python","Certificado Oracle",Ruby,Spring,14,59,19,17,16,1,"Mercado competitivo",1,1,25,0,8,"Grande Empresa",Freelancer
791,32,Outro,SP,"Ciência da Computação",2015,1,"Curso de Cloud","Certificado Oracle",Python,Spring,16,158,26,1,9,0,"Não sei o que melhorar",0,0,3,1,3,"Órgão Público",CLT
792,28,Masculino,RS,"Sistemas de Informação",2018,0,"Curso de Python","Certificado Google",JavaScript,React,4,132,20,25,8,0,"Mercado competitivo",0,0,20,1,8,"Empresa Média",Estágio
793,24,Outro,RJ,"Engenharia da Computação",2024,1,"Curso de Frontend","Certificado AWS",C#,Angular,22,57,17,48,3,0,"Mercado competitivo",1,1,11,0,1,"Órgão Público",Freelancer
794,28,Outro,DF,"Sistemas de Informação",2019,0,"Curso de SQL","Certificado Google",Java,Laravel,11,159,18,35,13,0,"Não sei o que melhorar",0,1,25,0,8,"Órgão Público",Freelancer
795,27,Masculino,PR,"Redes de Computadores",2016,0,Nenhum,"Certificado Google",TypeScript,Flutter,13,42,10,7,13,1,"Mercado competitivo",0,0,20,0,2,Startup,CLT
796,23,Feminino,BA,"Análise de Sistemas",2019,1,"Curso de SQL","Certificado Oracle",Go,Django,8,148,20,12,2,1,"Pouco networking",0,1,38,1,1,"Empresa Média",PJ
797,27,Masculino,DF,"Engenharia da Computação",2023,1,"Curso de Frontend","Certificado Azure",C#,Spring,15,128,9,35,10,0,"Pouco networking",1,1,34,1,2,Multinacional,CLT
798,19,Masculino,RJ,"Engenharia da Computação",2019,1,"Curso de Cloud","Certificado AWS",JavaScript,Angular,5,155,5,32,12,0,"Mercado competitivo",0,0,16,1,8,"Empresa Média",Estágio
799,25,Masculino,PE,"Engenharia da Computação",2018,1,"Curso de Dados",Nenhum,TypeScript,Flutter,17,10,1,5,7,0,"Falta de experiência",0,0,15,0,10,Multinacional,Estágio
800,20,Masculino,PR,"Ciência da Computação",2022,1,"Curso de Dados","Certificado Azure",PHP,Laravel,8,79,25,6,1,0,"Não sei o que melhorar",1,0,43,1,5,Startup,Temporário
801,23,Feminino,PR,"Análise de Sistemas",2016,1,"Curso de SQL",Nenhum,Java,Angular,2,9,27,25,15,0,"Falta de experiência",1,0,45,0,4,"Empresa Média",Estágio
802,27,Outro,SP,"Análise de Sistemas",2023,1,"Curso de Dados",Nenhum,PHP,.NET,22,118,3,41,15,0,"Falta de experiência",1,0,37,1,6,"Grande Empresa",CLT
803,28,Feminino,BA,"Sistemas de Informação",2020,0,Nenhum,"Certificado AWS",C#,Angular,2,197,19,12,6,1,"Não sei o que melhorar",0,1,18,0,7,"Órgão Público",Temporário
804,27,Feminino,PR,"Análise de Sistemas",2018,0,"Curso de Frontend","Certificado Azure",Go,Node.js,5,69,1,11,0,0,"Despreparo técnico",1,1,17,1,12,"Empresa Média",Estágio
805,19,Outro,PR,"Engenharia da Computação",2018,1,"Curso de SQL","Certificado AWS",Go,Angular,22,41,5,12,14,1,"Mercado competitivo",1,1,10,0,7,"Órgão Público",CLT
806,23,Outro,PR,"Sistemas de Informação",2020,0,"Curso de SQL",Nenhum,Ruby,Angular,12,199,14,18,8,0,"Pouco networking",0,0,48,0,6,"Grande Empresa",Freelancer
807,25,Feminino,PR,"Ciência da Computação",2017,1,"Curso de Frontend","Certificado Azure",JavaScript,Angular,12,46,17,6,19,0,"Falta de experiência",1,1,21,1,6,"Grande Empresa",Temporário
808,28,Masculino,SP,"Sistemas de Informação",2021,1,"Curso de Frontend","Certificado AWS",PHP,Node.js,1,45,28,2,8,1,"Despreparo técnico",0,1,27,1,11,Multinacional,Temporário
809,28,Masculino,RS,"Sistemas de Informação",2022,1,"Curso de Python","Certificado Google",Java,Flutter,23,39,2,38,12,1,"Despreparo técnico",1,0,25,0,5,"Grande Empresa",CLT
810,18,Outro,MG,"Ciência da Computação",2016,1,"Curso de Cloud","Certificado Google",Python,Node.js,5,43,12,17,10,0,"Mercado competitivo",1,0,44,0,8,Startup,CLT
811,27,Outro,PE,"Sistemas de Informação",2025,0,"Curso de Python",Nenhum,JavaScript,Angular,13,89,14,7,4,0,"Despreparo técnico",0,1,15,0,9,Multinacional,CLT
812,31,Outro,DF,"Sistemas de Informação",2020,0,"Curso de Dados","Certificado Azure",Go,Django,14,171,13,36,6,0,"Despreparo técnico",1,0,0,0,12,"Grande Empresa",CLT
813,24,Masculino,RS,"Engenharia da Computação",2021,1,"Curso de Python","Certificado Oracle",Python,React,20,40,13,32,18,0,"Pouco networking",0,0,11,0,11,"Grande Empresa",CLT
814,32,Feminino,PE,"Engenharia da Computação",2022,1,"Curso de SQL","Certificado AWS",JavaScript,Node.js,7,104,20,40,0,0,"Mercado competitivo",1,0,28,0,6,Startup,PJ
815,27,Feminino,PE,"Análise de Sistemas",2017,1,"Curso de SQL","Certificado Azure",Go,Angular,2,194,15,35,19,1,"Despreparo técnico",1,1,38,0,11,Startup,CLT
816,19,Masculino,PR,"Análise de Sistemas",2024,1,"Curso de Cloud","Certificado Azure",Python,Angular,20,132,23,43,19,0,"Falta de experiência",1,1,14,1,2,Multinacional,CLT
817,24,Outro,PE,"Redes de Computadores",2025,1,Nenhum,"Certificado Oracle",JavaScript,Django,3,128,25,12,15,0,"Falta de experiência",1,1,48,1,10,"Empresa Média",Temporário
818,21,Outro,SC,"Ciência da Computação",2021,1,Nenhum,"Certificado Oracle",Ruby,Node.js,6,90,11,32,0,0,"Mercado competitivo",0,0,6,0,9,Startup,Estágio
819,22,Outro,BA,"Sistemas de Informação",2024,1,"Curso de Python","Certificado Azure",Go,Spring,21,117,8,29,2,1,"Não sei o que melhorar",1,0,10,0,6,"Empresa Média",CLT
820,21,Masculino,DF,"Engenharia da Computação",2020,1,"Curso de Python",Nenhum,Go,Spring,18,38,19,30,3,0,"Mercado competitivo",1,0,29,1,8,Startup,Temporário
821,20,Outro,RS,"Análise de Sistemas",2016,1,"Curso de Python","Certificado AWS",Java,Flutter,19,60,4,40,12,1,"Não sei o que melhorar",0,0,10,1,7,Multinacional,PJ
822,21,Masculino,RS,"Ciência da Computação",2024,0,Nenhum,"Certificado AWS",Go,.NET,5,130,17,0,5,0,"Falta de experiência",1,0,16,0,9,Startup,CLT
823,21,Outro,SP,"Ciência da Computação",2015,1,"Curso de Python","Certificado AWS",Python,React,0,4,0,1,2,0,"Despreparo técnico",1,0,9,1,11,Multinacional,Estágio
824,28,Masculino,RS,"Ciência da Computação",2025,1,Nenhum,"Certificado AWS",Go,Angular,18,83,22,25,6,0,"Pouco networking",0,1,8,0,1,Startup,Estágio
825,23,Masculino,RS,"Redes de Computadores",2017,1,"Curso de Dados",Nenhum,C#,.NET,8,101,14,44,0,0,"Falta de experiência",1,0,2,1,4,"Órgão Público",Estágio
826,19,Outro,MG,"Engenharia da Computação",2020,1,"Curso de Dados","Certificado Oracle",Go,Node.js,10,26,11,30,16,0,"Falta de experiência",0,0,0,1,12,Startup,PJ
827,21,Masculino,PR,"Redes de Computadores",2024,0,"Curso de Frontend","Certificado Google",TypeScript,.NET,18,76,19,7,15,0,"Não sei o que melhorar",0,0,37,1,12,"Órgão Público",Temporário
828,23,Masculino,SP,"Redes de Computadores",2022,1,"Curso de SQL","Certificado AWS",JavaScript,Angular,14,109,26,37,1,0,"Despreparo técnico",0,1,2,0,2,"Grande Empresa",Freelancer
829,22,Outro,SP,"Sistemas de Informação",2025,1,"Curso de Cloud","Certificado AWS",C#,Flutter,18,9,28,32,7,1,"Falta de experiência",1,1,20,0,2,"Grande Empresa",PJ
830,19,Feminino,MG,"Ciência da Computação",2018,1,"Curso de Python",Nenhum,Python,.NET,2,57,2,29,12,0,"Mercado competitivo",0,0,20,1,12,"Grande Empresa",CLT
831,28,Outro,DF,"Sistemas de Informação",2024,1,"Curso de Frontend",Nenhum,C#,Flutter,14,45,11,9,17,1,"Não sei o que melhorar",1,1,12,0,4,Multinacional,CLT
